en,kin,phrase,categ,verified,prefs,prefpl,sanotek,sanopl,cumbi,modif,kinSing,kinPl,enSing,enPl,simplP,pastP,syn,context,situation,author,revised,updated
first,a mbere,0,verbadj,1,,,n,n,a mbere,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,217,0,1000000
fish,ifi :: amafi,0,noun,1,,,n,ma,fi,,ifi,amafi,fish,fish,,,,,,217,0,1000000
fixed,ndakuka,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
flag,ibendera,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
flame,umuriro,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
flat,"gi-shashe,ha-shashe;flat tyre= ipine yapfumutse.",0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
flight,"kuguruka, urugendo rwo mu kirere.",0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
flower,ururabo (pl. = indabo),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
fly,kuguruka,0,verb,1,,,,,guruka,gurutse,NOT APPLICABLE,NOT APPLICABLE,,,flew,flown,,,,1901,0,1000000
fold,guhina,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
food,ibiryo,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
foolish,umusazi (pl. = abasazi),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
foot,ikirenge (pl.= ibirenge),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
for,kuri,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
force,imbaraga (=energy); guhata (=to force),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
fork,ikanya,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
form,imimerere,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
forward,imbere,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
fowl,ibiguruka,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
free,cy'ubuntu; (free people): abigenga,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
frequent,gi-sanzwe; bi-sanzwe (pl.),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
friend,imshuti :: imshuti,0,noun,1,,,n,n,shuti,,inshuti,inshuti,friend,friends,,,"pal,buddy",,,6000,0,1000000
from,kuva,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
front,imbere,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
fruit,urubuto :: imbuto,0,noun,1,,,ru,m,buto,,urubuto,imbuto,fruit,fruits,,,seed,,,6000,0,1000000
full,cyuzuye; byuzuye; huzuye...,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
future,igihe kizaza,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
garden,ubusitani; umurima,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
general,rusange,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
get,kubona,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
girl,umukobwa :: abakobwa,0,noun,1,,,mu,ba,kobwa,,umukobwa,abakobwa,girl,girls,,,daughter,,,1901,0,1000000
give,guha; gutanga,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
glass,ikirahure,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
glove,uturindantoki,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
go,GENDA; kugenda,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
goat,ihene,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
gold,zahabu,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
good,cyiza //(pl.) byiza; BEZA (people)...,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
government,Leta,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
grain,urubuto,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
grass,ubwatsi :: ubwatsi,0,noun,1,u,u,bu,bu,atsi,,ubwatsi,ubwatsi,grass,pasture,,,,,,6000,0,1000000
great,kinini,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
green,icyatsi,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
grip,gufata,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
growth,imikorere,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
guide,"kuyobora (V); umuyobozi (N), umujyanama",0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
gun,imbunda :: imbunda,0,noun,1,i,i,n,n,bunda,,imbunda,imbunda,gun,guns,,,riffle,,,6000,0,1000000
hair,umusatsi,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
hammer,inyundo,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
hand,ikiganza :: ibiganza,0,noun,1,i,i,ki,bi,ganza,,ikiganza,ibiganza,hand,hands,,,"arm,foot",,,6000,0,1000000
hanging,kumanika,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
happy,"wishimye pl. bishimye);I am happy: Ndishimye.",0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
harbour,icyambu,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
hard,giKOMEYE; biKOMEYE,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
harmony,ubumwe;injyana,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
hat,ingofero :: ingofero,0,noun,1,i,i,n,n,gofero,,ingofero,ingofero,hat,hats,,,,,,6000,0,1000000
hate,kwanga,0,verb,1,,,,,anga,anze,NOT APPLICABLE,NOT APPLICABLE,,,hated,hated,despise,,,217,0,1000000
have,kugira,0,verb,1,,,n,n,gira,gize,NOT APPLICABLE,NOT APPLICABLE,,,had,had,,,,217,0,1000000
head,umutwe,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
hear,kumva,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
hearing,kumva,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
heart,umutima,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
heat,ubushyuhe,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
help,gufasha,0,verb,1,,,,,fasha,fashije,NOT APPLICABLE,NOT APPLICABLE,,,helped,helped,assist,,,6000,0,1000000
high,kirekire; harehare;birebire,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
history,amateka,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
hole,umwobo,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
hope,icyizere,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
horn,impanda,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
horse,indogobe,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
hospital,ibitaro,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
hour,isaha,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
house,inzu :: amazu,0,noun,1,i,i,n,ma,zu,,inzu,amazu,house,houses,,,home,,,6000,0,1000000
how,ukuntu,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
humour,urwenya,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
ice,urubura,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
idea,igitekerezo (pl.= ibitekerezo),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
if,iyo; niba,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
ill,urwaye,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
important,ingirakamaro; ngombwa,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
in,mu,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
increase,kwongera; ukwiyongera,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
industry,uruganda :: inganda,0,noun,1,u,i,ru,n,ganda,,uruganda,inganda,industry,industries,,,factory,,,6000,0,1000000
insect,agasimba; agakoko,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
instrument,igikoresho (pl.= ibikoresho),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
insurance,ubwishingizi,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
interest,inyungu :: inyungu,0,noun,1,i,i,n,n,nyungu,,inyungu,inyungu,interest,interests,,,,,,6000,0,1000000
invention,ubuhimbyi; uguhimba,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
iron,ubutare,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
island,ikirwa,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
jewel,umuringa,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
join,gusanga; guhuza,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
journey,urugendo (pl.= ingendo),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
judge,umucamanza :: abacamanza,0,noun,1,,,mu,ba,camanza,,umucamanza,abacamanza,judge,judges,,,,,,6000,0,1000000
jump,gusimbuka,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
keep,kurinda; kugumana,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
kettle,inkongoro,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
key,urufunguzo :: imfunguzo,0,noun,1,u,i,ru,n,funguzo,,urufunguzo,imfunguzo,key,keys,,,opener,,,6000,0,1000000
kick,gutera umugeri,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
kind,ubwoko,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
kiss,gusoma,0,verb,1,,,,,soma,somye,NOT APPLICABLE,NOT APPLICABLE,,,kissed,kissed,love,,,6000,0,1000000
knee,ivi; (pl. knees) amavi,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
knife,imbugita :: imbugita,0,noun,1,i,i,n,n,bugita,,imbugita,imbugita,knife,knives,,,,,,6000,0,1000000
knot,ipfundo,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
knowledge,ubumenyi,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
land,ubutaka,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
language,ururimi,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
last,cya nyuma; bya NYUMA...,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
late,cyakererewe; igiheruka,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
laugh,guseka,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
law,itegeko,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
lead,kuyobora (V),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
leaf,ibabi :: amababi,0,noun,1,i,a,ri,ma,babi,,ibabi,amababi,leaf,leaves,,,,,,6000,0,1000000
learning,kwiga,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
left,ibumoso,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
leg,ukuguru :: amaguru,0,noun,1,u,a,ku,ma,guru,,ukuguru,amaguru,leg,legs,,,arm,,,6000,0,1000000
let,kureka,0,verb,1,,,,,reka,retse,NOT APPLICABLE,NOT APPLICABLE,,,let,let,,,,217,0,1000000
letter,inyuguti :: inyuguti,0,noun,1,i,i,n,n,nyuguti,,inyuguti,inyuguti,letter,letter,,,character,,,6000,0,1000000
level,intera,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
library,isomero,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
lift,V. guterura,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
light,gucana,0,verb,1,,,,,cana,canye,NOT APPLICABLE,NOT APPLICABLE,,,lit,lit,,,,6000,0,1000000
like,gukunda (V: I like...= Nkunda...); (Conj.)Nka: Lik,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
limit,umupaka,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
line,umurongo,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
lip,umunwa (pl.=iminwa),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
liquid,igisukika,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
list,urutonde,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
little,gatoya,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
living,imibereho,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
lock,gufungirana (V); ingufuri (N),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
long,kirekire; birebire; harehare,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
look,kureba,0,verb,1,,,,,reba,rebye,NOT APPLICABLE,NOT APPLICABLE,,,looked,looked,,,,217,0,1000000
loose,kubura; guhomba; gutsindwa,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
loss,igihombo,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
loud,gisakuza,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
love,urukundo,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
low,gito ; giciye bugufi,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
machine,imashini,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
make,gukora,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
male,gabo,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
man,umugabo :: abagabo,0,noun,1,u,a,mu,ba,gabo,,umugabo,abagabo,man,men,,,,,,6000,0,1000000
manager,umukoresha,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
map,ikarita,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
mark,ikimenyetso,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
market,isoko :: amasoko,0,noun,1,i,a,ri,ma,soko,,isoko,amasoko,market,markets,,,"super market,supermarket",,,6000,0,1000000
married,abashakanye,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
mass,uburemere (quantity of matter); Missa (church),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
match,"umukino; (pl.,matches) imikino",0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
material,igikoresho,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
may,gushobora (Verb); Gicurasi (month),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
meal,ifunguro :: amafunguro,0,noun,1,i,a,ri,ma,funguro,,ifunguro,amafunguro,meal,meals,,,food,,,6000,0,1000000
measure ,igipimo :: ibipimo,0,noun,1,i,i,ki,bi,pimo,,igipimo,ibipimo,measure ,measures,,,,,,6000,0,1000000
meat,inyama,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
medical,yo kwa muganga,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
meeting,inama,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
memory,ukwibuka,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
metal,icyuma,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
middle,hagati,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
military,gisirikari,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
milk,amata,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
mind,ibitekerezo,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
mine,cyanjye; byanjye; banjye,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
minute,umunota :: iminota,0,noun,1,,,mu,mi,nota,,umunota,iminota,minute,minutes,,,"hour,second",,,6000,0,1000000
mist,urume,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
mixed,bivanze,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
money,ifaranga :: amafaranga,0,noun,1,i,a,ri,ma,faranga,,ifaranga,amafaranga,money,francs,,,,,,217,0,1000000
monkey,inkima,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
month,ukwezi :: amezi,0,noun,1,u,a,ku,ma,ezi,,ukwezi,amezi,month,months,,,year,,,6000,0,1000000
moon,ukwezi,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
morning,igitondo :: ibitondo,0,noun,1,i,i,ki,bi,tondo,,igitondo,ibitondo,morning,mornings,,,noon,,,6000,0,1000000
mother,mama,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
motion,ukwimuka,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
mountain,umusozi :: imisozi,0,noun,1,u,i,mu,mi,sozi,,,,mountain,mountains,,,hill,,,6000,0,1000000
mouth,umunwa,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
move,kwimuka,0,verb,1,,,,,imuka,imutse,NOT APPLICABLE,NOT APPLICABLE,,,moved,moved,,,,217,0,1000000
much,byinshi; cyane,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
muscle,umutsi,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
music,umuziki; muzika,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
nail,umusumali,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
name,izina,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
narrow,gifunganye // hafunganye,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
nation,igihugu,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
natural,kamere; kavukire,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
near ,hafi,0,adverb,1,,,,,hafi,,NOT APPLICABLE,NOT APPLICABLE,,,,,close,,,6000,0,1000000
necessary,cya ngombwa,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
neck,ijosi,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
need,"V. gukenera; N. ibikenewe.I need you= NDAGUKENEY",0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
needle,urushinge,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
nerve,umutsi (pl.= imitsi),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
net,urushundura,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
new,gishya // biSHYA; baSHYA,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
news,amakuru,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
night,ijoro,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
no,oya,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
noise,urwamo :: inzamo,0,noun,1,u,i,ru,n,amo,,urwamo,inzamo,noise,noise,,,clamor,,,6000,0,1000000
normal,gisanzwe //--biSANZWE--baSANZWE...,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
north,amajyaruguru,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
nose,izuru,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
not,ntabwo,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
note,inyandiko,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
now,ubu,0,adverb,1,,,n,n,ubu,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,217,0,1000000
number,umubare :: imibare,0,noun,1,,,mu,mi,bare,,umubare,imibare,number,numbers,,,,,,6000,0,1000000
nut,akabuto,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
observation,igenzura,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
of,cya; bya; ba...,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
off,(to put off) kuzimya,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
offer,guha,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
office,ibiro :: ibiro,0,noun,1,i,i,bi,bi,ro,,ibiro,ibiro,office,offices,,,"desk, dresser",,,6000,0,1000000
oil,amavuta,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
old,"gishaje (if thing), ushaje (if person)",0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
on,ku,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
only,gusa,0,adverb,1,,,n,n,gusa,,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,217,0,1000000
open,gufungura,0,verb,1,,,,,fungura,funguye,NOT APPLICABLE,NOT APPLICABLE,,,opened,opened,,,,217,0,1000000
operation,igikorwa,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
opinion,igitekerezo,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
opposite,ikinyuranyo,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
or,cyangwa,0,adverb,1,,,,,cyangwa,,NOT APPLICABLE,NOT APPLICABLE,,,,,otherwise,,,6000,0,1000000
orange,icunga :: amacunga,0,noun,1,i,a,ri,ma,cunga,,icunga,amacunga,orange,oranges,,,,,,6000,0,1000000
order,gahunda,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
organization,ishyirahamwe,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
ornament,umutako (pl.= imitako),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
other,ikindi; undi; ahandi,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
out,hanze,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
oven,iziko; icyokezo,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
over,byarangiye,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
owner,nyir'ubwite,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
page,paji,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
pain,ububabare,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
paint,irangi (N); gusiga irangi (V),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
paper,urupapuro (pl.= impapuro),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
parallel,indinganire,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
parcel,agapfunyika,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
part,igice :: ibice,0,noun,1,i,i,ki,bi,ce,,igice,ibice,part,parts,,,"half,piece",,,6000,0,1000000
past,igihe cyashize,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
paste,guhoma; kwomeka,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
payment,iyishyura,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
peace,amahoro,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
employee,umukozi :: abakozi,0,noun,1,u,a,mu,ba,kozi,,umukozi,abakozi,employee,employees,,,worker,,,217,0,1000000
pencil,ikaramu y'igiti,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
person,umuntu :: abantu,0,noun,1,,,mu,ba,ntu,,umuntu,abantu,person,people,,,persons,,,1901,0,1000000
physical,gi/bi-fatika,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
picture,ifoto,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
pig,ingurube,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
pin,igikwasi,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
pipe,umuyoboro; igihombo; igitembo,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
place,ahantu,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
plane,indege,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
plant,kubiba,0,verb,1,,,,,biba,bibye,NOT APPLICABLE,NOT APPLICABLE,,,plated,planted,sow,,,6000,0,1000000
plate,agasahani,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
play,gukina,0,verb,1,,,,,kina,kinnye,NOT APPLICABLE,NOT APPLICABLE,,,played,played,sport,,,217,0,1000000
please,(to please:) gushimisha,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
pleasure,uburyohe,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
plough,isuka,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
pocket,umufuka :: imifuka,0,noun,1,,,mu,mi,fuka,,umufuka,imifuka,pocket,pockets,,,"bag,purse",,,6000,0,1000000
point,akadomo (N); ingingo (=item),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
poison,uburozi,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
polish,gusena; kuringaniza,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
political,nyapolitiki,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
poor,umukene (pl.= abakene),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
position,umwanya,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
possible,giSHOBOKA; biSHOBOKA,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
pot,inkono; icyungo,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
potato,ikirayi :: ibirayi,0,noun,1,,,ki,bi,rayi,,ikirayi,ibirayi,potato,potatoes,,,,,,1901,0,1000000
powder,ifu,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
power,ingufu; ububasha,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
present,kwerekana (--to present),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
price,igiciro :: ibiciro,0,noun,1,i,i,ki,bi,ciro,,igiciro,ibiciro,price,prices,,,"value, worth",,,6000,0,1000000
print,gucapa,0,verb,1,,,,,capa,capye,NOT APPLICABLE,NOT APPLICABLE,,,printed,printed,,,,6000,0,1000000
prison,uburoko :: uburoko,0,noun,1,u,u,bu,bu,roko,,uburoko,uburoko,prison,prison,,,jail,,,6000,0,1000000
private,bwite; cyigenga,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
probable,giSHOBOKA; biSHOBOKA,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
process,gutunganya (v); imigendere,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
produce,gukora,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
profit,inyungu,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
property,umugabane; umwihariko,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
prose,ubuvanganzo-nyandiko,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
protest,guhakana; kwigaragambya; kwivumbura,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
public,rusange,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
pull,gukurura,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
pump,guhaga; gusunika,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
punishment,igihano (pl.= ibihano),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
purpose,intego,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
push,kubyiga,0,verb,1,,,,,byiga,byize,NOT APPLICABLE,NOT APPLICABLE,,,pushed,pushed,,,,6000,0,1000000
put,gushyira,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
quality,umwimerere,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
question,ikibazo :: ibibazo,0,noun,1,i,i,ki,bi,bazo,,ikibazo,ibibazo,question,questions,,,ask a question,,,6000,0,1000000
quick,(----ref>quickly),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
quiet,(if place:)hatuje; (people:) utuje (pl. batuje),0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
quite,nyabyo,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
rail,umuhanda wa gari-ya-moshi,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
rain,imvura,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
range,intera,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
rat,imbeba :: imbeba,0,noun,1,i,i,n,n,beba,,imbeba,imbeba,rat,rats,,,"mouse, mice",,,6000,0,1000000
rate,umuvuduko,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
ray,umurasire,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
reaction,igisubizo,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
reading,gusoma,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
ready,cyiteguye,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
reason,impamvu; urwitwazo,0,general,1,,,,,,,,,,,,,,,,6000,0,1000000
