id,nat,kin,prefix,root,modifier,en,context,pronunciation,voiceLink,closeSuggestions,verified,author
823,not set,kuragira,ku,ragira,#NAME?,"to herd animals, shepherd to pasture",not set,not set,not set,NULL,0,1
824,not set,kuragura,ku,ragura,#NAME?,"to practise divination, fortune tell",not set,not set,not set,NULL,0,1
825,not set,kuragwa,ku,ragwa,#NAME?,to inherit,not set,not set,not set,NULL,0,1
826,not set,kurahira,ku,rahira,#NAME?,"to vow, swear",not set,not set,not set,NULL,0,1
827,not set,kurakara,ku,rakara,#NAME?,to be angry,not set,not set,not set,NULL,0,1
828,not set,kuramba,ku,ramba,#NAME?,"to live long, last long",not set,not set,not set,NULL,0,1
829,not set,kurambarara,ku,rambarara,#NAME?,"to lie down, stretch out",not set,not set,not set,NULL,0,1
830,not set,kurambika,ku,rambika,#NAME?,"to put down, put on, spread out",not set,not set,not set,NULL,0,1
831,not set,kurambura,ku,rambura,#NAME?,"to stretch out, be lengthy, extended",not set,not set,not set,NULL,0,1
832,not set,kuramuka,ku,ramuka,#NAME?,to spend the night,not set,not set,not set,NULL,0,1
833,not set,kuramukwa,ku,ramukwa,#NAME?,"to have labour pains, be ready to deliver",not set,not set,not set,NULL,0,1
834,not set,kuramutsa,ku,ramutsa,#NAME?,to greet,not set,not set,not set,NULL,0,1
835,not set,kuramya,ku,ramya,#NAME?,"to worship, adore, honour",not set,not set,not set,NULL,0,1
836,not set,kurandata,ku,randata,#NAME?,to lead by the hand,not set,not set,not set,NULL,0,1
837,not set,kurandura,ku,randura,#NAME?,"to pull out, uproot",not set,not set,not set,NULL,0,1
838,not set,kuranga,ku,ranga,#NAME?,"to make known, publish, announce",not set,not set,not set,NULL,0,1
839,not set,kurangamira,ku,rangamira,#NAME?,"to stare at, seek after",not set,not set,not set,NULL,0,1
840,not set,kurangara,ku,rangara,#NAME?,"to not pay attention, be distracted",not set,not set,not set,NULL,0,1
841,not set,kurangarana,ku,rangarana,#NAME?,"to neglect somebody, ignore",not set,not set,not set,NULL,0,1
842,not set,kurangira,ku,rangira,#NAME?,"to be finished, completed",not set,not set,not set,NULL,0,1
843,not set,kurangiza,ku,rangiza,#NAME?,"to finish, complete",not set,not set,not set,NULL,0,1
844,not set,kurangurura,ku,rangurura,#NAME?,"to call from a distance, shout, raise one's voice",not set,not set,not set,NULL,0,1
845,not set,kurara,ku,rara,#NAME?,to spend the night,not set,not set,not set,NULL,0,1
846,not set,kurarama,ku,rarama,#NAME?,"to look up, raise one's eyes",not set,not set,not set,NULL,0,1
847,not set,kuraranganya,ku,raranganya,#NAME?,to look around,not set,not set,not set,NULL,0,1
848,not set,kurarika,ku,rarika,#NAME?,"to invite, inform",not set,not set,not set,NULL,0,1
849,not set,kurarikira,ku,rarikira,#NAME?,"to strongly desire, lust, covet",not set,not set,not set,NULL,0,1
850,not set,kuraruka,ku,raruka,#NAME?,"to leave home, be a vagabond",not set,not set,not set,NULL,0,1
851,not set,kurasa,ku,rasa,#NAME?,"to shoot with arrow or gun, rise (as sun)",not set,not set,not set,NULL,0,1
852,not set,kurasira,ku,rasira,#NAME?,"to shoot at, rise at",not set,not set,not set,NULL,0,1
853,not set,kurata,ku,rata,#NAME?,to praise,not set,not set,not set,NULL,0,1
854,not set,kureba,ku,reba,#NAME?,"to watch, look at, see, view",not set,not set,not set,NULL,0,1
855,not set,kurebareba,ku,rebareba,#NAME?,to look everywhere,not set,not set,not set,NULL,0,1
856,not set,kurega,ku,rega,#NAME?,"to accuse, blame",not set,not set,not set,NULL,0,1
857,not set,kureka,ku,reka,#NAME?,"to allow, let, cancel",not set,not set,not set,NULL,0,1
858,not set,kurekera,ku,rekera,#NAME?,to stop,not set,not set,not set,NULL,0,1
859,not set,kurekura,ku,rekura,#NAME?,to release,not set,not set,not set,NULL,0,1
860,not set,kurema,ku,rema,#NAME?,to create,not set,not set,not set,NULL,0,1
861,not set,kuremba,ku,remba,#NAME?,"to be seriously ill, injured, very sick",not set,not set,not set,NULL,0,1
862,not set,kurembuza,ku,rembuza,#NAME?,to signal to come,not set,not set,not set,NULL,0,1
863,not set,kurembya,ku,rembya,#NAME?,"to push someone to the limit of endurance, cause to suffer greatly",not set,not set,not set,NULL,0,1
864,not set,kuremera,ku,remera,#NAME?,to be heavy,not set,not set,not set,NULL,0,1
865,not set,kuremerwa,ku,remerwa,#NAME?,to be heavy laden,not set,not set,not set,NULL,0,1
866,not set,kurenga,ku,renga,#NAME?,"to pass, surpass, disappear behind, set",not set,not set,not set,NULL,0,1
867,not set,kurenganura,ku,renganura,#NAME?,to give justice to one who has been treated injustly,not set,not set,not set,NULL,0,1
868,not set,kurenganya,ku,renganya,#NAME?,"to treat unjustly, persecute",not set,not set,not set,NULL,0,1
869,not set,kurengera,ku,rengera,#NAME?,"to pass at, set at",not set,not set,not set,NULL,0,1
870,not set,kurengerwa,ku,rengerwa,#NAME?,to be submerged,not set,not set,not set,NULL,0,1
871,not set,kurengurana,ku,rengurana,#NAME?,to ridicule,not set,not set,not set,NULL,0,1
872,not set,kurera,ku,rera,#NAME?,"to raise child, rear",not set,not set,not set,NULL,0,1
873,not set,kureshya,ku,reshya,#NAME?,"to influence, woo",not set,not set,not set,NULL,0,1
874,not set,kuribata,ku,ribata,#NAME?,to trample on,not set,not set,not set,NULL,0,1
875,not set,kuribwa,ku,ribwa,riwe,to be eaten,not set,not set,not set,NULL,0,1
876,not set,kuriduka,ku,riduka,#NAME?,to fall in ruins,not set,not set,not set,NULL,0,1
877,not set,kuriganya,ku,riganya,#NAME?,"to cheat, trick, lie",not set,not set,not set,NULL,0,1
878,not set,kurigita,ku,rigita,#NAME?,"to disappear into ground, not be findable",not set,not set,not set,NULL,0,1
879,not set,kurimba,ku,rimba,#NAME?,"to dress beautifully, wear ornaments",not set,not set,not set,NULL,0,1
880,not set,kurimbuka,ku,rimbuka,#NAME?,"to perish, go to hell, be uprooted",not set,not set,not set,NULL,0,1
881,not set,kurimbura,ku,rimbura,#NAME?,"to destroy, condemn to hell, uproot",not set,not set,not set,NULL,0,1
882,not set,kurinda,ku,rinda,#NAME?,"to wait for, watch, guard, protect",not set,not set,not set,NULL,0,1
883,not set,kurindira,ku,rindira,#NAME?,"to wait for, expect",not set,not set,not set,NULL,0,1
884,not set,kuringanira,ku,ringanira,#NAME?,"to be equal, even, flat",not set,not set,not set,NULL,0,1
885,not set,kuringaniza,ku,ringaniza,#NAME?,"to make equal, flat, even, put in order",not set,not set,not set,NULL,0,1
886,not set,kurira,ku,rira,#NAME?,"to cry, weep",not set,not set,not set,NULL,0,1
887,not set,kuririmba,ku,ririmba,#NAME?,to sing,not set,not set,not set,NULL,0,1
888,not set,kurisha,ku,risha,#NAME?,"to pasture, eat with (a utensil)",not set,not set,not set,NULL,0,1
889,not set,kuroba,ku,roba,#NAME?,to fish,not set,not set,not set,NULL,0,1
890,not set,kurobanura,ku,robanura,#NAME?,"to choose, select, set aside, ordain",not set,not set,not set,NULL,0,1
891,not set,kuroga,ku,roga,#NAME?,to bewitch,not set,not set,not set,NULL,0,1
892,not set,kurogoya,ku,rogoya,#NAME?,to interrupt,not set,not set,not set,NULL,0,1
893,not set,kuroha,ku,roha,#NAME?,to throw into water,not set,not set,not set,NULL,0,1
894,not set,kurohama,ku,rohama,#NAME?,"to drown, sink",not set,not set,not set,NULL,0,1
895,not set,kurohora,ku,rohora,#NAME?,to pull from water or fire,not set,not set,not set,NULL,0,1
896,not set,kurokoka,ku,rokoka,#NAME?,"to be saved, delivered",not set,not set,not set,NULL,0,1
897,not set,kurokora,ku,rokora,#NAME?,to save from danger or death,not set,not set,not set,NULL,0,1
898,not set,kurombereza,ku,rombereza,#NAME?,to go on further,not set,not set,not set,NULL,0,1
899,not set,kurondereza,ku,rondereza,#NAME?,"to be economical, frugal",not set,not set,not set,NULL,0,1
900,not set,kurondogora,ku,rondogora,#NAME?,to talk too much,not set,not set,not set,NULL,0,1
901,not set,kurondora,ku,rondora,#NAME?,"to exhaust, describe, relate in detail",not set,not set,not set,NULL,0,1
902,not set,kuronga,ku,ronga,#NAME?,to wash vegetables,not set,not set,not set,NULL,0,1
903,not set,kurongora,ku,rongora,#NAME?,"to marry, have sex",not set,not set,not set,NULL,0,1
904,not set,kurongorwa,ku,rongorwa,#NAME?,"to be married, have sex",not set,not set,not set,NULL,0,1
905,not set,kuronka,ku,ronka,#NAME?,to receive something special or undeserved,not set,not set,not set,NULL,0,1
906,not set,kurorera,ku,rorera,#NAME?,to stop doing something,not set,not set,not set,NULL,0,1
907,not set,kuroreza,ku,roreza,#NAME?,to taste,not set,not set,not set,NULL,0,1
908,not set,kurota,ku,rota,#NAME?,to dream,not set,not set,not set,NULL,0,1
909,not set,kurubira,ku,rubira,#NAME?,"to become angry, violent",not set,not set,not set,NULL,0,1
910,not set,kuruha,ku,ruha,#NAME?,to be tired,not set,not set,not set,NULL,0,1
911,not set,kuruhuka,ku,ruhuka,#NAME?,"to have rest, take break",not set,not set,not set,NULL,0,1
912,not set,kuruka,ku,ruka,#NAME?,"to vomit, erupt",not set,not set,not set,NULL,0,1
913,not set,kuruma,ku,ruma,#NAME?,to bite,not set,not set,not set,NULL,0,1
914,not set,kurumbuka,ku,rumbuka,#NAME?,"to produce much fruit or offspring, be fertile",not set,not set,not set,NULL,0,1
915,not set,kurumbura,ku,rumbura,#NAME?,"to open, blossom (as flower)",not set,not set,not set,NULL,0,1
916,not set,kurunda,ku,runda,#NAME?,"to pile together, heap",not set,not set,not set,NULL,0,1
917,not set,kurundarunda,ku,rundarunda,#NAME?,"to pile carefully, finish",not set,not set,not set,NULL,0,1
918,not set,kurunguruka,ku,runguruka,#NAME?,to lean over to look at,not set,not set,not set,NULL,0,1
919,not set,kurura,ku,rura,#NAME?,to be bitter,not set,not set,not set,NULL,0,1
920,not set,kurusha,ku,rusha,#NAME?,"to be greater than, more than, surpass",not set,not set,not set,NULL,0,1
921,not set,kurushiriza,ku,rushiriza,#NAME?,"to surpass, do more",not set,not set,not set,NULL,0,1
922,not set,kurushya,ku,rushya,#NAME?,"to annoy, trouble, be difficult",not set,not set,not set,NULL,0,1
923,not set,kuruta,ku,ruta,#NAME?,to have more than,not set,not set,not set,NULL,0,1
924,not set,kurwana,ku,rwana,#NAME?,to fight,not set,not set,not set,NULL,0,1
925,not set,kurwanya,ku,rwanya,#NAME?,to fight against,not set,not set,not set,NULL,0,1
926,not set,kurwara,ku,rwara,#NAME?,"to be sick, ill, sore",not set,not set,not set,NULL,0,1
927,not set,kurya,ku,rya,#NAME?,"to eat, bite",not set,not set,not set,NULL,0,1
928,not set,kuryagagura,ku,ryagagura,#NAME?,"to nibble, eat a little of everything",not set,not set,not set,NULL,0,1
929,not set,kuryama,ku,ryama,#NAME?,"to lie down, go to bed",not set,not set,not set,NULL,0,1
930,not set,kuryamana,ku,ryamana,#NAME?,"to lie together, have sex",not set,not set,not set,NULL,0,1
931,not set,kuryana,ku,ryana,#NAME?,to eat together,not set,not set,not set,NULL,0,1
932,not set,kuryanisha,ku,ryanisha,#NAME?,"to bite with, stir up trouble",not set,not set,not set,NULL,0,1
933,not set,kuryarya,ku,ryarya,#NAME?,"to act hypocritically, be a hypocrite",not set,not set,not set,NULL,0,1
934,not set,kuryaryata,ku,ryaryata,#NAME?,to itch,not set,not set,not set,NULL,0,1
935,not set,kuryoha,ku,ryoha,#NAME?,"to be delicious, excellent",not set,not set,not set,NULL,0,1
936,not set,kuryoza,ku,ryoza,#NAME?,"to make pay the penalty, penalise",not set,not set,not set,NULL,0,1
937,not set,gusaba,gu,saba,#NAME?,"to beg, request, ask for something",not set,not set,not set,NULL,0,1
938,not set,gusabana,gu,sabana,#NAME?,to confide in,not set,not set,not set,NULL,0,1
939,not set,gusabiriza,gu,sabiriza,#NAME?,to beg persistently,not set,not set,not set,NULL,0,1
940,not set,gusaduka,gu,saduka,#NAME?,to crack,not set,not set,not set,NULL,0,1
941,not set,gusaga,gu,saga,#NAME?,"to overflow, be more than, be surplus",not set,not set,not set,NULL,0,1
942,not set,gusagamba,gu,sagamba,#NAME?,to grow luxuriously,not set,not set,not set,NULL,0,1
943,not set,gusaguka,gu,saguka,#NAME?,"to be left over, remain",not set,not set,not set,NULL,0,1
944,not set,gusahura,gu,sahura,#NAME?,"to pillage, plunder",not set,not set,not set,NULL,0,1
945,not set,gusaka,gu,saka,#NAME?,"to search, check",not set,not set,not set,NULL,0,1
946,not set,gusakabaka,gu,sakabaka,#NAME?,"to shout, cry out",not set,not set,not set,NULL,0,1
947,not set,gusakara,gu,sakara,#NAME?,"to roof, build roof",not set,not set,not set,NULL,0,1
948,not set,gusakuza,gu,sakuza,#NAME?,"to shout, cry aloud, make noise",not set,not set,not set,NULL,0,1
949,not set,gusama,gu,sama,#NAME?,to catch in the hand,not set,not set,not set,NULL,0,1
950,not set,gusamba,gu,samba,#NAME?,"to be dying, at point of death",not set,not set,not set,NULL,0,1
951,not set,gusambana,gu,sambana,#NAME?,"to commit adultery, fornicate",not set,not set,not set,NULL,0,1
952,not set,gusambura,gu,sambura,#NAME?,"to take off roof, reveal publically",not set,not set,not set,NULL,0,1
953,not set,gusandara,gu,sandara,#NAME?,"to scatter, be scattered",not set,not set,not set,NULL,0,1
954,not set,gusandaza,gu,sandaza,#NAME?,to cause to scatter,not set,not set,not set,NULL,0,1
955,not set,gusanga,gu,sanga,#NAME?,"to join with (people), encounter others",not set,not set,not set,NULL,0,1
956,not set,gusanganira,gu,sanganira,#NAME?,to go to meet,not set,not set,not set,NULL,0,1
957,not set,gusangira,gu,sangira,#NAME?,"to eat together, drink together, share",not set,not set,not set,NULL,0,1
958,not set,gusangwa,gu,sangwa,#NAME?,to be joined with (people),not set,not set,not set,NULL,0,1
959,not set,gusara,gu,sara,#NAME?,"to be crazy, mad, lose one's mind",not set,not set,not set,NULL,0,1
960,not set,gusarura,gu,sarura,#NAME?,to harvest,not set,not set,not set,NULL,0,1
961,not set,gusasa,gu,sasa,shashe,"to make bed, prepare room",not set,not set,not set,NULL,0,1
962,not set,gusatura,gu,satura,#NAME?,to cut lengthwise,not set,not set,not set,NULL,0,1
963,not set,gusaya,gu,saya,#NAME?,to get stuck in mud,not set,not set,not set,NULL,0,1
964,not set,gusaza,gu,saza,shaje,"to grow old, be old",not set,not set,not set,NULL,0,1
965,not set,gusebwa,gu,sebwa,#NAME?,"to be ground, powdered",not set,not set,not set,NULL,0,1
966,not set,gusebya,gu,sebya,#NAME?,"to speak evil of, mock, make fun of",not set,not set,not set,NULL,0,1
967,not set,gusega,gu,sega,#NAME?,to climb tree or pole,not set,not set,not set,NULL,0,1
968,not set,guseka,gu,seka,#NAME?,"to smile, laugh",not set,not set,not set,NULL,0,1
969,not set,gusekura,gu,sekura,#NAME?,"to grind in mortar, bump into",not set,not set,not set,NULL,0,1
970,not set,gusembura,gu,sembura,#NAME?,to leaven,not set,not set,not set,NULL,0,1
971,not set,gusemura,gu,semura,#NAME?,to translate,not set,not set,not set,NULL,0,1
972,not set,gusenda,gu,senda,#NAME?,to publically send away one's wife,not set,not set,not set,NULL,0,1
973,not set,gusendera,gu,sendera,#NAME?,to be filled to the brim,not set,not set,not set,NULL,0,1
974,not set,gusenga,gu,senga,#NAME?,"to pray, worship",not set,not set,not set,NULL,0,1
975,not set,gusengana,gu,sengana,#NAME?,"to pray together, worship together",not set,not set,not set,NULL,0,1
976,not set,gusengera,gu,sengera,#NAME?,"to pray at, worship at",not set,not set,not set,NULL,0,1
977,not set,gusenya,gu,senya,shenye,to gather firewood,not set,not set,not set,NULL,0,1
978,not set,gusenyagurana,gu,senyagurana,#NAME?,to fall into ruin,not set,not set,not set,NULL,0,1
979,not set,gusepfura,gu,sepfura,#NAME?,to hiccup,not set,not set,not set,NULL,0,1
980,not set,guserabeka,gu,serabeka,#NAME?,to slide,not set,not set,not set,NULL,0,1
981,not set,gusesa,gu,sesa,sheshe,"to spread, disperse, dismantle",not set,not set,not set,NULL,0,1
982,not set,gusesa akanguhe,gu,sesa akanguhe,sheshe,to be mature,not set,not set,not set,NULL,0,1
983,not set,gusesagura,gu,sesagura,#NAME?,"to spend without concern, be uneconomic",not set,not set,not set,NULL,0,1
984,not set,gusesekara,gu,sesekara,#NAME?,"to overflow, spill, arrive",not set,not set,not set,NULL,0,1
985,not set,gusesengura,gu,sesengura,#NAME?,"to analyse, examine carefully",not set,not set,not set,NULL,0,1
986,not set,gusetsa,gu,setsa,shekeje,"to make laugh, be funny",not set,not set,not set,NULL,0,1
987,not set,gusezera,gu,sezera,#NAME?,"to take leave of, depart, bid goodbye",not set,not set,not set,NULL,0,1
988,not set,gusezerana,gu,sezerana,#NAME?,"to promise, bid each other goodbye",not set,not set,not set,NULL,0,1
989,not set,gushagara,gu,shagara,#NAME?,"to accompany, escort",not set,not set,not set,NULL,0,1
990,not set,gushahura,gu,shahura,#NAME?,to castrate,not set,not set,not set,NULL,0,1
991,not set,gushaka,gu,shaka,#NAME?,"to want, seek, search, look for",not set,not set,not set,NULL,0,1
992,not set,gushakana,gu,shakana,#NAME?,to marry,not set,not set,not set,NULL,0,1
993,not set,gushakashaka,gu,shakashaka,#NAME?,"to research, search diligently",not set,not set,not set,NULL,0,1
994,not set,gushakira,gu,shakira,#NAME?,"to want, seek, search, look for something for someone else",not set,not set,not set,NULL,0,1
995,not set,gushakisha,gu,shakisha,#NAME?,to cause to search or seek,not set,not set,not set,NULL,0,1
996,not set,gushanyuka,gu,shanyuka,#NAME?,"to be torn, ripped",not set,not set,not set,NULL,0,1
997,not set,gushanyura,gu,shanyura,#NAME?,to tear,not set,not set,not set,NULL,0,1
998,not set,gusharira,gu,sharira,#NAME?,to be sour,not set,not set,not set,NULL,0,1
999,not set,gushavuza,gu,shavuza,#NAME?,to make sad,not set,not set,not set,NULL,0,1
1000,not set,gushengura,gu,shengura,#NAME?,"to overwhelm, weigh down, make sad",not set,not set,not set,NULL,0,1
1001,not set,gushidikanya,gu,shidikanya,#NAME?,to doubt,not set,not set,not set,NULL,0,1
1002,not set,gushyika,gu,shyika,#NAME?,to reach,not set,not set,not set,NULL,0,1
1003,not set,gushima,gu,shima,#NAME?,"to praise, thank",not set,not set,not set,NULL,0,1
1004,not set,gushimangira,gu,shimangira,#NAME?,"to nail down, establish, reinforce, emphasize",not set,not set,not set,NULL,0,1
1005,not set,gushimuta,gu,shimuta,#NAME?,"to take hostage, steal cattle",not set,not set,not set,NULL,0,1
1006,not set,gushinga,gu,shinga,#NAME?,"to drive stake, decide, vote, establish",not set,not set,not set,NULL,0,1
1007,not set,gushinguka,gu,shinguka,#NAME?,"to come out (as stake in ground), be disestablished",not set,not set,not set,NULL,0,1
1008,not set,gushingura,gu,shingura,#NAME?,"to pull out (as stake in ground), disestablish",not set,not set,not set,NULL,0,1
1009,not set,gushinja,gu,shinja,#NAME?,"to accuse, blame",not set,not set,not set,NULL,0,1
1010,not set,gushinjwa,gu,shinjwa,#NAME?,to be accused,not set,not set,not set,NULL,0,1
1011,not set,gushinyagura,gu,shinyagura,#NAME?,"to torture, mock, ridicule",not set,not set,not set,NULL,0,1
1012,not set,gushira,gu,shira,#NAME?,"to finish, end, run out, wear out",not set,not set,not set,NULL,0,1
1013,not set,gushisha,gu,shisha,#NAME?,to be well fed,not set,not set,not set,NULL,0,1
1014,not set,gushishikara,gu,shishikara,#NAME?,"to persevere, make effort",not set,not set,not set,NULL,0,1
1015,not set,gushishikaza,gu,shishikaza,#NAME?,"to encourage, exhort",not set,not set,not set,NULL,0,1
1016,not set,gushishimura,gu,shishimura,#NAME?,"to tear, rip something",not set,not set,not set,NULL,0,1
1017,not set,gushishura,gu,shishura,#NAME?,to peel,not set,not set,not set,NULL,0,1
1018,not set,gushishurwa,gu,shishurwa,#NAME?,to be peeled,not set,not set,not set,NULL,0,1
1019,not set,gushobera,gu,shobera,#NAME?,to be at the end of oneself,not set,not set,not set,NULL,0,1
1020,not set,gushoberwa,gu,shoberwa,#NAME?,"to be in despair, dumbfounded",not set,not set,not set,NULL,0,1
1021,not set,gushoboka,gu,shoboka,#NAME?,to be possible,not set,not set,not set,NULL,0,1
1022,not set,gushobora,gu,shobora,#NAME?,"to be able to, can",not set,not set,not set,NULL,0,1
1023,not set,gushonga,gu,shonga,#NAME?,to melt,not set,not set,not set,NULL,0,1
1024,not set,gushorera,gu,shorera,#NAME?,to lead (esp. animals),not set,not set,not set,NULL,0,1
1025,not set,gushudika,gu,shudika,#NAME?,to be friends with,not set,not set,not set,NULL,0,1
1026,not set,gushuka,gu,shuka,#NAME?,"to persuade, convince, tempt to do something",not set,not set,not set,NULL,0,1
1027,not set,gushukashuka,gu,shukashuka,#NAME?,"to tempt, entice, fool, deceive lightly",not set,not set,not set,NULL,0,1
1028,not set,gushuna,gu,shuna,#NAME?,to bite,not set,not set,not set,NULL,0,1
1029,not set,gushungera,gu,shungera,#NAME?,"to surround, encircle",not set,not set,not set,NULL,0,1
1030,not set,gushungura,gu,shungura,#NAME?,"to analyze, sift, winnow",not set,not set,not set,NULL,0,1
1031,not set,gushushanya,gu,shushanya,#NAME?,to draw,not set,not set,not set,NULL,0,1
1032,not set,gushya,gu,shya,#NAME?,to be burning,not set,not set,not set,NULL,0,1
1033,not set,gushyanuka,gu,shyanuka,#NAME?,to do or say something you're not supposed to do or asked to do,not set,not set,not set,NULL,0,1
1034,not set,gushyenga,gu,shyenga,#NAME?,"to be silly, clown, joke around",not set,not set,not set,NULL,0,1
1035,not set,gushyigikira,gu,shyigikira,#NAME?,"to support, prop up, second a motion",not set,not set,not set,NULL,0,1
1036,not set,gushyikirana,gu,shyikirana,#NAME?,"to confide in, have close relationship with",not set,not set,not set,NULL,0,1
1037,not set,gushyingira,gu,shyingira,#NAME?,to marry a couple,not set,not set,not set,NULL,0,1
1038,not set,gushyingiranwa,gu,shyingiranwa,#NAME?,"to be married together, marry",not set,not set,not set,NULL,0,1
1039,not set,gushyinguka,gu,shyinguka,#NAME?,to come out of the ground,not set,not set,not set,NULL,0,1
1040,not set,gushyingura,gu,shyingura,#NAME?,"to bury, archive",not set,not set,not set,NULL,0,1
1041,not set,gushyingurwa,gu,shyingurwa,#NAME?,"to be buried, archived",not set,not set,not set,NULL,0,1
1042,not set,gushyira,gu,shyira,#NAME?,"to put, place",not set,not set,not set,NULL,0,1
1043,not set,gushyiramo umuriro,gu,shyiramo umuriro,#NAME?,"to charge, recharge",not set,not set,not set,NULL,0,1
1044,not set,gushyuha,gu,shyuha,#NAME?,to be hot,not set,not set,not set,NULL,0,1
1045,not set,gushyunguta,gu,shyunguta,#NAME?,to whistle,not set,not set,not set,NULL,0,1
1046,not set,gushyushya,gu,shyushya,#NAME?,to heat,not set,not set,not set,NULL,0,1
1047,not set,gusiba,gu,siba,#NAME?,"to erase, delete, close up path",not set,not set,not set,NULL,0,1
1048,not set,gusifura,gu,sifura,#NAME?,to whistle,not set,not set,not set,NULL,0,1
1049,not set,gusiga,gu,siga,#NAME?,"to leave, forsake, abandon",not set,not set,not set,NULL,0,1
1050,not set,gusiga irangi,gu,siga irangi,#NAME?,to paint,not set,not set,not set,NULL,0,1
1051,not set,gusigara,gu,sigara,#NAME?,to remain,not set,not set,not set,NULL,0,1
1052,not set,gusimbuka,gu,simbuka,#NAME?,to jump,not set,not set,not set,NULL,0,1
1053,not set,gusimbura,gu,simbura,#NAME?,"to replace, substitute",not set,not set,not set,NULL,0,1
1054,not set,gusinda,gu,sinda,#NAME?,to be drunk,not set,not set,not set,NULL,0,1
1055,not set,gusingiza,gu,singiza,#NAME?,"to honour, praise",not set,not set,not set,NULL,0,1
1056,not set,gusinzira,gu,sinzira,#NAME?,"to sleep, be asleep",not set,not set,not set,NULL,0,1
1057,not set,gusitara,gu,sitara,#NAME?,"to stumble, trip",not set,not set,not set,NULL,0,1
1058,not set,gusobanuka,gu,sobanuka,#NAME?,to be understanding,not set,not set,not set,NULL,0,1
1059,not set,gusobanukirwa,gu,sobanukirwa,#NAME?,to understand,not set,not set,not set,NULL,0,1
1060,not set,gusobanura,gu,sobanura,#NAME?,"to explain, interpret, translate",not set,not set,not set,NULL,0,1
1061,not set,gusobanurira,gu,sobanurira,#NAME?,to explain to,not set,not set,not set,NULL,0,1
1062,not set,gusobanuza,gu,sobanuza,#NAME?,"to ask for explanation, ask for interpretation",not set,not set,not set,NULL,0,1
1063,not set,gusobwa,gu,sobwa,#NAME?,"to misspeak, err",not set,not set,not set,NULL,0,1
1064,not set,gusodoka,gu,sodoka,#NAME?,"to tip-toe, walk slowly and quietly",not set,not set,not set,NULL,0,1
1065,not set,gusogongera,gu,sogongera,#NAME?,to taste (a little of something),not set,not set,not set,NULL,0,1
1066,not set,gusogongerwa,gu,sogongerwa,#NAME?,to be tasted,not set,not set,not set,NULL,0,1
1067,not set,gusohoka,gu,sohoka,#NAME?,"to go out, leave",not set,not set,not set,NULL,0,1
1068,not set,gusohora,gu,sohora,#NAME?,to send out,not set,not set,not set,NULL,0,1
1069,not set,gusohoza,gu,sohoza,#NAME?,"to fulfil, complete, accomplish",not set,not set,not set,NULL,0,1
1070,not set,gusokoza,gu,sokoza,#NAME?,"to comb, brush hair",not set,not set,not set,NULL,0,1
1071,not set,gusoma,gu,soma,#NAME?,to read,not set,not set,not set,NULL,0,1
1072,not set,gusomagura,gu,somagura,#NAME?,"to kiss repeatedly, kiss passionately",not set,not set,not set,NULL,0,1
1073,not set,gusomagurwa,gu,somagurwa,#NAME?,"to be kissed repeatedly, kissed passionately",not set,not set,not set,NULL,0,1
1074,not set,gusomana,gu,somana,#NAME?,to kiss each other,not set,not set,not set,NULL,0,1
1075,not set,gusomwa,gu,somwa,#NAME?,to be read,not set,not set,not set,NULL,0,1
1076,not set,gusongera,gu,songera,#NAME?,"to second a motion, reinforce, support",not set,not set,not set,NULL,0,1
1077,not set,gusonza,gu,sonza,shonje,to be hungry,not set,not set,not set,NULL,0,1
1078,not set,gusoroma,gu,soroma,#NAME?,"to pick, gather fruits",not set,not set,not set,NULL,0,1
1079,not set,gusoromwa,gu,soromwa,#NAME?,"to be picked, gathered (fruits)",not set,not set,not set,NULL,0,1
1080,not set,gusosoroka,gu,sosoroka,#NAME?,"to slip out, stick out",not set,not set,not set,NULL,0,1
1081,not set,gusubika,gu,subika,#NAME?,"to postpone, delay",not set,not set,not set,NULL,0,1
1082,not set,gusubikwa,gu,subikwa,#NAME?,"to be postponed, delayed",not set,not set,not set,NULL,0,1
1083,not set,gusubira,gu,subira,#NAME?,"to return there, go back, do again, repeat",not set,not set,not set,NULL,0,1
1084,not set,gusubiza,gu,subiza,#NAME?,"to reply, answer",not set,not set,not set,NULL,0,1
1085,not set,gusubizwa,gu,subizwa,#NAME?,"to be returned, repeated",not set,not set,not set,NULL,0,1
1086,not set,gusubizwa inyuma,gu,subizwa inyuma,#NAME?,"to be forced back, regress",not set,not set,not set,NULL,0,1
1087,not set,gusudira,gu,sudira,#NAME?,"to weld, solder",not set,not set,not set,NULL,0,1
1088,not set,gusuhuza,gu,suhuza,#NAME?,to greet,not set,not set,not set,NULL,0,1
1089,not set,gusuhuza umutima,gu,suhuza umutima,#NAME?,to sigh,not set,not set,not set,NULL,0,1
1090,not set,gusuka,gu,suka,#NAME?,to pour into,not set,not set,not set,NULL,0,1
1091,not set,gusukura,gu,sukura,#NAME?,to clean,not set,not set,not set,NULL,0,1
1092,not set,gusumba,gu,sumba,#NAME?,"to be taller than, greater than",not set,not set,not set,NULL,0,1
1093,not set,gusumira,gu,sumira,#NAME?,"to seize, grab, trap",not set,not set,not set,NULL,0,1
1094,not set,gusunika,gu,sunika,#NAME?,to push,not set,not set,not set,NULL,0,1
1095,not set,gusura,gu,sura,#NAME?,to visit,not set,not set,not set,NULL,0,1
